##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	SRX5112499_SRR8297997.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	9821128
Total Bases	491 Mbp
Sequences flagged as poor quality	0
Sequence length	50
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.95197791944062	33.0	32.0	34.0	30.0	34.0
2	32.375629866548934	33.0	32.0	34.0	32.0	34.0
3	32.38424863213268	33.0	32.0	34.0	32.0	34.0
4	32.44762546623972	33.0	32.0	34.0	32.0	34.0
5	32.07350428586207	33.0	32.0	34.0	32.0	34.0
6	35.06285225078015	37.0	34.0	37.0	33.0	37.0
7	34.84441848227617	37.0	34.0	37.0	32.0	37.0
8	35.0119451655655	37.0	34.0	37.0	32.0	37.0
9	35.16587167991294	37.0	35.0	37.0	33.0	37.0
10	35.065268673822395	37.0	35.0	37.0	32.0	37.0
11	35.43846389131676	37.0	37.0	37.0	33.0	37.0
12	34.95023209146648	37.0	34.0	37.0	32.0	37.0
13	36.323361125117195	38.0	37.0	38.0	33.0	38.0
14	36.30006115387153	38.0	37.0	38.0	33.0	38.0
15	36.66061026798551	38.0	38.0	38.0	34.0	38.0
16	36.54521201637938	38.0	37.0	38.0	34.0	38.0
17	36.554834536318026	38.0	37.0	38.0	34.0	38.0
18	36.15099528282291	38.0	37.0	38.0	33.0	38.0
19	36.36035422814976	38.0	37.0	38.0	34.0	38.0
20	36.43002799678408	38.0	38.0	38.0	34.0	38.0
21	36.333539691163786	38.0	38.0	38.0	34.0	38.0
22	36.31828747166313	38.0	37.0	38.0	34.0	38.0
23	36.32042439524258	38.0	37.0	38.0	33.0	39.0
24	36.57804795946046	38.0	37.0	38.0	34.0	39.0
25	36.70929978715276	38.0	38.0	38.0	35.0	39.0
26	36.77247776426496	38.0	38.0	39.0	34.0	39.0
27	36.84629362329867	38.0	38.0	39.0	34.0	39.0
28	36.78508751744199	38.0	38.0	39.0	34.0	39.0
29	36.77560164168515	38.0	38.0	39.0	34.0	39.0
30	36.85260073995573	38.0	38.0	39.0	34.0	39.0
31	36.87241903374032	38.0	38.0	39.0	34.0	39.0
32	36.77254588271327	38.0	38.0	39.0	34.0	39.0
33	36.97171149790533	38.0	38.0	39.0	35.0	39.0
34	37.05805422757956	39.0	38.0	39.0	35.0	39.0
35	37.140270547334275	39.0	38.0	39.0	35.0	39.0
36	37.06151737356442	39.0	38.0	39.0	34.0	39.0
37	37.12464362545728	39.0	38.0	39.0	35.0	39.0
38	37.12191023271461	39.0	38.0	39.0	35.0	39.0
39	37.077859895523204	39.0	38.0	39.0	35.0	39.0
40	37.037569717042686	39.0	38.0	39.0	34.0	39.0
41	37.14558724822648	39.0	38.0	39.0	35.0	39.0
42	37.10230973468628	39.0	38.0	39.0	35.0	39.0
43	37.0628351448021	39.0	38.0	39.0	35.0	39.0
44	36.98453385395242	39.0	38.0	39.0	34.0	39.0
45	37.191933146579494	39.0	38.0	39.0	36.0	39.0
46	37.197621495209106	39.0	38.0	39.0	36.0	39.0
47	37.25755534394827	39.0	38.0	39.0	36.0	39.0
48	37.064627810573285	39.0	38.0	39.0	36.0	39.0
49	37.20938735346897	39.0	38.0	39.0	36.0	39.0
50	36.91588542578816	39.0	38.0	39.0	35.0	39.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.28385743087645565
1101	2	-0.9572813667522162
1101	3	-0.4482139400957159
1101	4	-0.24872433069393907
1101	5	-0.47197816919238633
1101	6	-0.4959213349942857
1101	7	-0.8806355173009663
1101	8	0.18628926274207913
1101	9	-0.14558814003070353
1101	10	0.4122875518850364
1101	11	0.2177929213844152
1101	12	0.021059408617730924
1101	13	0.10970019068584946
1101	14	0.33256548872264347
1101	15	-0.4794914667614165
1101	16	-0.12194075711910557
1101	17	-0.2697614830610675
1101	18	-0.16994240626269175
1101	19	-0.47982306758197524
1101	20	-0.3671995544290283
1101	21	-0.5798263775145713
1101	22	-0.591953939351427
1101	23	-0.5266147407733897
1101	24	-0.4675037136486395
1101	25	-0.16182977715243396
1101	26	-0.6774974413782857
1101	27	-0.2910196670903886
1101	28	-0.5022448128060404
1101	29	-0.48419712447594065
1101	30	-0.2816704586586454
1101	31	-0.7198934040684009
1101	32	-0.5531388785341989
1101	33	-0.39696328735893616
1101	34	-0.3172729757555075
1101	35	-0.1510684333426653
1101	36	-0.22243966833870843
1101	37	-0.4182056955461064
1101	38	-0.16124417178052397
1101	39	-0.4785049637210008
1101	40	-0.23267268679654762
1101	41	-0.12316793032443485
1101	42	-0.6506324308619682
1101	43	-0.24738062216432155
1101	44	-0.2149480694629915
1101	45	-0.013193107641477297
1101	46	-0.12863905301014
1101	47	-0.06856224621245843
1101	48	0.10164065818700152
1101	49	-0.028340958090829815
1101	50	-0.2415285886481371
1102	1	0.8993607696941552
1102	2	0.7724384111292295
1102	3	0.8558867938217247
1102	4	0.7208054150967769
1102	5	0.9940076167982781
1102	6	0.46229661991262105
1102	7	0.5834855090087601
1102	8	0.6386151212336557
1102	9	0.7520432869345584
1102	10	0.7631500757803309
1102	11	0.7786620575337935
1102	12	0.8708669817089003
1102	13	0.7263650936005419
1102	14	0.9014945962736718
1102	15	0.5455604013401754
1102	16	0.3469413181679073
1102	17	0.5188130338355066
1102	18	0.34717774790096456
1102	19	0.6643205797872511
1102	20	0.7733812672747646
1102	21	0.8146681536823266
1102	22	0.8304438617530323
1102	23	1.0396072983036575
1102	24	0.5325415347239186
1102	25	0.4486614705637493
1102	26	0.5168400572118586
1102	27	0.41492770162363257
1102	28	0.5110385100298487
1102	29	0.476594612867153
1102	30	0.469844625563681
1102	31	0.40542217022216676
1102	32	0.574701769520054
1102	33	0.18364511812067974
1102	34	0.29234914910011156
1102	35	0.13035358981908018
1102	36	0.5154366494997049
1102	37	0.4619454419133362
1102	38	0.29530113621088105
1102	39	0.45571523975551287
1102	40	0.4660326128596495
1102	41	0.5097488302093325
1102	42	0.4300830136419407
1102	43	0.4387530488513818
1102	44	0.31243645998736724
1102	45	0.31204276184472235
1102	46	0.35633822315384833
1102	47	0.3282547833306353
1102	48	0.3991639840008858
1102	49	0.26834697106156113
1102	50	0.4290113220765761
1103	1	0.5611109410462589
1103	2	0.33747685481904455
1103	3	0.5269938865801436
1103	4	0.09838366970411272
1103	5	0.5570321555872013
1103	6	0.25105668302794015
1103	7	0.564566982369449
1103	8	0.40276803207384404
1103	9	0.6641118667444843
1103	10	0.5977079991813454
1103	11	0.6806902677422215
1103	12	0.7947460107906821
1103	13	0.8195341219116443
1103	14	0.5778977292267342
1103	15	0.4813218558606138
1103	16	0.0801846283758394
1103	17	0.36999568086248047
1103	18	0.7005067156241367
1103	19	0.4845058577760142
1103	20	0.6802000674227173
1103	21	0.7475626502447525
