##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	SRX5094726_SRR8279891.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	99121522
Total Bases	4.9 Gbp
Sequences flagged as poor quality	0
Sequence length	50
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	29.08704015864486	33.0	27.0	33.0	14.0	33.0
2	29.404677401947076	33.0	27.0	33.0	14.0	33.0
3	29.702079594782656	33.0	27.0	33.0	14.0	33.0
4	30.43110112857226	33.0	33.0	33.0	27.0	33.0
5	30.38992237225736	33.0	33.0	33.0	27.0	33.0
6	33.4430775689663	37.0	33.0	37.0	27.0	37.0
7	34.22405909989962	37.0	37.0	37.0	27.0	37.0
8	34.22690596901852	37.0	37.0	37.0	27.0	37.0
9	34.074165598466095	37.0	37.0	37.0	27.0	37.0
10	34.01409542520947	37.0	37.0	37.0	27.0	37.0
11	34.07019053843826	37.0	37.0	37.0	27.0	37.0
12	33.800029593976575	37.0	37.0	37.0	27.0	37.0
13	33.62134558426171	37.0	37.0	37.0	27.0	37.0
14	33.86316495422659	37.0	37.0	37.0	27.0	37.0
15	33.54860134209804	37.0	37.0	37.0	27.0	37.0
16	33.653334066036635	37.0	33.0	37.0	27.0	37.0
17	33.79650928887069	37.0	37.0	37.0	27.0	37.0
18	33.3538385134966	37.0	33.0	37.0	14.0	37.0
19	33.56228303274035	37.0	37.0	37.0	27.0	37.0
20	33.3522626397928	37.0	37.0	37.0	14.0	37.0
21	34.00343921272718	37.0	37.0	37.0	27.0	37.0
22	34.08102045688927	37.0	37.0	37.0	27.0	37.0
23	33.679244907074775	37.0	37.0	37.0	27.0	37.0
24	34.08521758776061	37.0	37.0	37.0	27.0	37.0
25	33.896509851816035	37.0	37.0	37.0	27.0	37.0
26	33.85378549776506	37.0	37.0	37.0	27.0	37.0
27	33.88318363392362	37.0	37.0	37.0	27.0	37.0
28	33.915427347856905	37.0	37.0	37.0	27.0	37.0
29	33.81819266253801	37.0	37.0	37.0	27.0	37.0
30	33.7736460907047	37.0	37.0	37.0	27.0	37.0
31	33.73940593850042	37.0	37.0	37.0	27.0	37.0
32	33.697914808047436	37.0	37.0	37.0	27.0	37.0
33	33.67921623519865	37.0	37.0	37.0	27.0	37.0
34	33.65468084721298	37.0	37.0	37.0	27.0	37.0
35	33.61559393730859	37.0	37.0	37.0	27.0	37.0
36	33.552668218714395	37.0	37.0	37.0	27.0	37.0
37	33.50142650150186	37.0	37.0	37.0	27.0	37.0
38	33.45415951139249	37.0	37.0	37.0	22.0	37.0
39	33.367130399793496	37.0	37.0	37.0	14.0	37.0
40	33.314050918225405	37.0	37.0	37.0	14.0	37.0
41	33.27991414417547	37.0	37.0	37.0	14.0	37.0
42	33.16848418651199	37.0	37.0	37.0	14.0	37.0
43	33.03242239359481	37.0	37.0	37.0	14.0	37.0
44	32.80028245530774	37.0	37.0	37.0	14.0	37.0
45	32.59805030031722	37.0	37.0	37.0	14.0	37.0
46	32.55253551292322	37.0	37.0	37.0	14.0	37.0
47	32.54256128149445	37.0	37.0	37.0	14.0	37.0
48	32.481441669146285	37.0	37.0	37.0	2.0	37.0
49	32.20065265946986	37.0	37.0	37.0	2.0	37.0
50	30.751807594318418	37.0	33.0	37.0	2.0	37.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.5856892582159503
1101	2	0.35393701526842136
1101	3	0.521720755526264
1101	4	0.6044743177406424
1101	5	0.9335586710122534
1101	6	1.0848262362196337
1101	7	0.6658382048618989
1101	8	0.8273899697223754
1101	9	0.8424372658081865
1101	10	0.8700078645152018
1101	11	0.5112289441977467
1101	12	0.3936701029161185
1101	13	0.845008429939675
1101	14	0.5798715393337943
1101	15	0.6726066429463344
1101	16	0.4503967429797484
1101	17	0.5141033292250583
1101	18	0.8983764465679585
1101	19	0.8411994925514463
1101	20	0.9125689778501069
1101	21	0.6274191007758816
1101	22	0.6297846554797033
1101	23	0.9918613383864425
1101	24	0.7402298153395392
1101	25	0.7756885284336121
1101	26	0.6776035846386819
1101	27	0.6156223727811891
1101	28	0.5703541213658312
1101	29	0.5655450585549531
1101	30	0.5543230148498282
1101	31	0.5072141181803005
1101	32	0.5275558046301967
1101	33	0.4946946397696621
1101	34	0.4546089284374304
1101	35	0.5212895223321539
1101	36	0.5352900769206244
1101	37	0.5458741719064761
1101	38	0.5570943921890148
1101	39	0.6505453313685052
1101	40	0.663460188487214
1101	41	0.6275493811552835
1101	42	0.7165096597591756
1101	43	0.7688329068483384
1101	44	1.0091113366809097
1101	45	1.2045958009586784
1101	46	1.291800763230917
1101	47	1.2518828863935525
1101	48	1.1392947793362893
1101	49	1.2541943285666974
1101	50	1.509654576338626
1102	1	-0.5067309435620686
1102	2	-0.6461262713239506
1102	3	-0.008412736047507252
1102	4	-0.05310902366520054
1102	5	0.10607424935462362
1102	6	0.5486165342349523
1102	7	0.11009056801791672
1102	8	0.26816959041833144
1102	9	0.13328657732513705
1102	10	0.3565866464031444
1102	11	0.07400814169562153
1102	12	0.055752678347197104
1102	13	0.29088887057569934
1102	14	0.17441060684979703
1102	15	0.36952216951605266
1102	16	0.09293274515217576
1102	17	0.14020885126196703
1102	18	0.2269427779294091
1102	19	-0.029446698025623164
1102	20	0.8873091158647668
1102	21	0.31163139954365704
1102	22	0.05880609698697725
1102	23	0.3721687281539019
1102	24	0.19805553652667385
1102	25	0.2229149038799747
1102	26	0.19093897263949344
1102	27	0.2050400661870242
1102	28	0.1347051648884019
1102	29	0.07866743316230895
1102	30	0.053379513957473534
1102	31	0.04735912030574241
1102	32	0.062190333865551395
1102	33	0.04355502208672135
1102	34	0.07010740061466691
1102	35	0.12706726247549938
1102	36	0.11822605386875296
1102	37	0.11903960867552854
1102	38	0.13305252855396787
1102	39	0.18967426768934104
1102	40	0.15614828202603803
1102	41	0.12068970127390344
1102	42	0.19636921156654097
1102	43	0.28768876190093806
1102	44	0.4601917380496303
1102	45	0.607115331411201
1102	46	0.663470743525572
1102	47	0.6734529273848864
1102	48	0.6848446987825199
1102	49	0.6286294980324953
1102	50	0.7189756301596155
1103	1	1.204622240083257
1103	2	1.2684976448102603
1103	3	1.1142862216142362
1103	4	0.8643064739262201
1103	5	1.3231964026152347
1103	6	1.426682504425699
1103	7	0.9359680951825311
1103	8	1.1365746160678114
1103	9	1.0444852511540788
1103	10	1.1369284454446387
1103	11	0.755189288192966
1103	12	0.6905247814169897
1103	13	0.9508101133083713
1103	14	0.7122358752018343
1103	15	0.912835636927241
1103	16	0.6062811014656617
1103	17	0.8167673633924437
1103	18	1.02844499124096
1103	19	1.025398395985242
1103	20	1.2976389865868683
1103	21	0.817123718947542
1103	22	0.8063771025651505
1103	23	1.1557684129900139
1103	24	0.8720688682701834
1103	25	0.9595022195517728
1103	26	0.8870701720343419
1103	27	0.7738307915649472
1103	28	0.7744588366030456
1103	29	0.7092542182102406
1103	30	0.7671479208663428
1103	31	0.6574646037289966
1103	32	0.6344203727238309
1103	33	0.6513664448616794
1103	34	0.6413461493831818
1103	35	0.6884884919880108
1103	36	0.6683995198880126
1103	37	0.7105159514763102
1103	38	0.6762331187066977
1103	39	0.7134969347301805
1103	40	0.7432890988205472
1103	41	0.759167285377643
1103	42	0.8066058836236465
1103	43	0.8780176855170438
1103	44	1.1133919846866718
1103	45	1.3236252924684422
1103	46	1.4257046203997845
1103	47	1.4792129686920532
1103	48	1.3726573422765114
1103	49	1.5259998339307046
1103	50	1.468302798013184
1104	1	1.212328063968375
1104	2	0.7328454303137981
1104	3	1.3579100933903412
1104	4	0.9160218299396732
1104	5	1.3412647498887118
1104	6	1.0718809759153558
1104	7	0.8376032294203739
1104	8	0.69495889974813
1104	9	0.6969632832901027
1104	10	0.8476138484138858
1104	11	0.7580457963915279
1104	12	0.5684789751656112
1104	13	0.688764346674958
1104	14	0.6549632784459902
1104	15	0.8400930609705028
1104	16	0.7465856291078907
1104	17	0.5268732090976016
1104	18	0.9214512406709332
1104	19	0.9035531352987931
1104	20	1.3873724000775596
1104	21	0.8901584569479439
1104	22	0.7877573386008265
1104	23	1.045372165598593
1104	24	0.864071903182321
1104	25	0.8497290051099
1104	26	0.8095991682235706
1104	27	0.7999750629796338
1104	28	0.7606875788558085
1104	29	0.6391338234564543
1104	30	0.7504123223946451
1104	31	0.684940232070133
1104	32	0.6917316685106414
1104	33	0.6912869438050464
1104	34	0.6558476628805252
1104	35	0.7183958398789656
1104	36	0.7400369481536302
1104	37	0.7584860649597545
1104	38	0.6991003919795205
1104	39	0.7248417774435296
1104	40	0.7199558937674411
1104	41	0.7341310698076029
1104	42	0.7356482668764954
1104	43	0.7834389035787481
1104	44	0.9307392798486163
1104	45	1.1574364793509844
1104	46	1.2258801951124667
1104	47	1.2466870454854444
1104	48	1.1953037944899165
1104	49	1.246445498081485
1104	50	1.2693844808263606
1105	1	-0.2265280169739654
1105	2	0.7904679162901331
1105	3	0.536824642993448
1105	4	0.6115201843918001
1105	5	-0.5618238393435426
1105	6	0.5925877578809562
1105	7	0.41778808602060735
1105	8	0.6475327484288513
1105	9	0.715243066725094
1105	10	0.7592738932174612
1105	11	0.5641151457855145
1105	12	0.371391523791452
1105	13	0.4093916537298128
1105	14	0.24050223094810974
1105	15	0.4075457766060566
1105	16	0.19232632184759524
1105	17	0.26433699863417104
1105	18	0.6448826595767727
1105	19	0.4387837264679533
1105	20	0.878750002248907
1105	21	0.6487019455255023
1105	22	0.4371500087143403
1105	23	0.8831323303920868
1105	24	0.5812915726454406
1105	25	0.5993711260117323
1105	26	0.5876205298493176
1105	27	0.5226929762557333
1105	28	0.4655371203778671
1105	29	0.4514046547042838
1105	30	0.47706411482535316
1105	31	0.47423499948241243
1105	32	0.4548237950114995
1105	33	0.4658774445119249
1105	34	0.47837415904798775
1105	35	0.47828913486243607
1105	36	0.48883272048567505
1105	37	0.4700234853787393
1105	38	0.4964540441782006
1105	39	0.5218422851476845
1105	40	0.5598043582115508
1105	41	0.5409271501226556
1105	42	0.6196321190485321
1105	43	0.7179862153682848
1105	44	0.8907455074529196
1105	45	1.0907584530302756
1105	46	1.0979614328168594
1105	47	1.1447369958690103
1105	48	1.0427230702161694
1105	49	1.0215276750537257
1105	50	1.221304412667923
1106	1	1.7503359717858906
1106	2	1.0328121444265008
1106	3	0.9831615633814579
1106	4	0.4928101336030615
1106	5	1.2414196097608396
1106	6	1.3132540194809081
1106	7	0.95489328881132
1106	8	1.083199137679955
1106	9	1.112683187151326
1106	10	1.2051502330687356
1106	11	0.8640613871306613
1106	12	0.8698768262153962
1106	13	1.09207881800549
1106	14	0.9104646808660419
1106	15	1.0104455537205652
1106	16	0.7409951077347472
1106	17	0.9702209649230369
1106	18	1.1420757196205287
1106	19	1.0553342616343357
1106	20	1.5320431006068773
1106	21	1.040119687780404
