##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	SRX5095821_SRR8281054.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	93622486
Total Bases	4.6 Gbp
Sequences flagged as poor quality	0
Sequence length	50
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	29.10006826778772	33.0	27.0	33.0	14.0	33.0
2	29.418144514983293	33.0	27.0	33.0	14.0	33.0
3	29.71312838242727	33.0	27.0	33.0	14.0	33.0
4	30.44071181788529	33.0	33.0	33.0	27.0	33.0
5	30.40051109089327	33.0	33.0	33.0	27.0	33.0
6	33.45141277278196	37.0	33.0	37.0	27.0	37.0
7	34.2328041577533	37.0	37.0	37.0	27.0	37.0
8	34.23353029741167	37.0	37.0	37.0	27.0	37.0
9	34.09640568612972	37.0	37.0	37.0	27.0	37.0
10	34.033367988113454	37.0	37.0	37.0	27.0	37.0
11	34.09133493848903	37.0	37.0	37.0	27.0	37.0
12	33.82916144738989	37.0	37.0	37.0	27.0	37.0
13	33.638484861425276	37.0	37.0	37.0	27.0	37.0
14	33.8712250495036	37.0	37.0	37.0	27.0	37.0
15	33.552809396665666	37.0	37.0	37.0	27.0	37.0
16	33.65932947988585	37.0	37.0	37.0	27.0	37.0
17	33.774603272124175	37.0	37.0	37.0	27.0	37.0
18	33.31909785006136	37.0	37.0	37.0	14.0	37.0
19	33.492969701744514	37.0	37.0	37.0	22.0	37.0
20	33.28368817294597	37.0	37.0	37.0	14.0	37.0
21	33.93947165641382	37.0	37.0	37.0	27.0	37.0
22	34.030732883978324	37.0	37.0	37.0	27.0	37.0
23	33.63281265571179	37.0	37.0	37.0	22.0	37.0
24	34.06130372355205	37.0	37.0	37.0	27.0	37.0
25	33.886044843970495	37.0	37.0	37.0	27.0	37.0
26	33.85046654283459	37.0	37.0	37.0	27.0	37.0
27	33.89272933854801	37.0	37.0	37.0	27.0	37.0
28	33.932986526335135	37.0	37.0	37.0	27.0	37.0
29	33.84482022833703	37.0	37.0	37.0	27.0	37.0
30	33.807032468674244	37.0	37.0	37.0	27.0	37.0
31	33.77778266857815	37.0	37.0	37.0	27.0	37.0
32	33.739774587912564	37.0	37.0	37.0	27.0	37.0
33	33.72409977449221	37.0	37.0	37.0	27.0	37.0
34	33.70342022321432	37.0	37.0	37.0	27.0	37.0
35	33.66534817287377	37.0	37.0	37.0	27.0	37.0
36	33.60208911777882	37.0	37.0	37.0	27.0	37.0
37	33.55122222454123	37.0	37.0	37.0	27.0	37.0
38	33.50302903727636	37.0	37.0	37.0	27.0	37.0
39	33.41092367489579	37.0	37.0	37.0	22.0	37.0
40	33.35028160862979	37.0	37.0	37.0	14.0	37.0
41	33.30760529046409	37.0	37.0	37.0	14.0	37.0
42	33.1863179108489	37.0	37.0	37.0	14.0	37.0
43	33.039690721308126	37.0	37.0	37.0	14.0	37.0
44	32.804824249165954	37.0	37.0	37.0	14.0	37.0
45	32.59916399784556	37.0	37.0	37.0	14.0	37.0
46	32.547407628120446	37.0	37.0	37.0	14.0	37.0
47	32.52861768699455	37.0	37.0	37.0	14.0	37.0
48	32.48719440113992	37.0	37.0	37.0	2.0	37.0
49	32.200424724889274	37.0	37.0	37.0	2.0	37.0
50	30.765912283081224	37.0	33.0	37.0	2.0	37.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.5644533344348268
1101	2	0.32523920798523775
1101	3	0.509997096620566
1101	4	0.5906588907515662
1101	5	0.9074065037426671
1101	6	1.0998850012381425
1101	7	0.6417425821844276
1101	8	0.8441381723171375
1101	9	0.8300294396677685
1101	10	0.852904104612854
1101	11	0.5296293957785352
1101	12	0.4447388228166389
1101	13	0.8545565068852881
1101	14	0.6232781530332829
1101	15	0.7050981795946356
1101	16	0.5039918938189558
1101	17	0.5721179821645563
1101	18	0.9563685605300378
1101	19	0.921750297252288
1101	20	0.9953688127494615
1101	21	0.7064592430337342
1101	22	0.6785087250406221
1101	23	1.0745712032162018
1101	24	0.7501292412979836
1101	25	0.805466534083088
1101	26	0.6928011985276257
1101	27	0.6156895108630636
1101	28	0.5610891570347363
1101	29	0.5429586222132485
1101	30	0.5476031873169092
1101	31	0.501175658358278
1101	32	0.5131487965360009
1101	33	0.4838928099782578
1101	34	0.4533559204784581
1101	35	0.5367962321052744
1101	36	0.538141248131339
1101	37	0.5539965668346625
1101	38	0.5684004418937718
1101	39	0.6163132071310784
1101	40	0.643550926152173
1101	41	0.6341873244663887
1101	42	0.7397881861441462
1101	43	0.7842564580853377
1101	44	1.0456787866337294
1101	45	1.1951277034770058
1101	46	1.2871501310469426
1101	47	1.261515870023203
1101	48	1.118903416829994
1101	49	1.2449156686022746
1101	50	1.5138534999939672
1102	1	-0.47983314738429783
1102	2	-0.6433735762792523
1102	3	-0.007465814749490818
1102	4	-0.02689346417980687
1102	5	0.12089148723807952
1102	6	0.5736747161714106
1102	7	0.1151665781035831
1102	8	0.2534414129329221
1102	9	0.13231411965389128
1102	10	0.3600389561533035
1102	11	0.04556151755542004
1102	12	0.04154453094942312
1102	13	0.30198097979638305
1102	14	0.19295679721438574
1102	15	0.41886553343664445
1102	16	0.14606273599220287
1102	17	0.15331128364240953
1102	18	0.3080158843612395
1102	19	0.06253943654243699
1102	20	0.989376203234066
1102	21	0.3709032127643681
1102	22	0.16016682436215746
1102	23	0.45945579152289895
1102	24	0.25398599662261034
1102	25	0.2582596183579824
1102	26	0.21887629441568635
1102	27	0.20597813515566088
1102	28	0.150316467047638
1102	29	0.13043173334131808
1102	30	0.0768777890870922
1102	31	0.08349988481707271
1102	32	0.0889261058148989
1102	33	0.06372023342604649
1102	34	0.09564699442788083
1102	35	0.1784175264115362
1102	36	0.15170222843032377
1102	37	0.1407341971248428
1102	38	0.16882532662236116
1102	39	0.2393070264322077
1102	40	0.22818564861157142
1102	41	0.18098849926339255
1102	42	0.28851516026598034
1102	43	0.3776433563888375
1102	44	0.5455373153487741
1102	45	0.7041653101508629
1102	46	0.745780931298782
1102	47	0.781252907593732
1102	48	0.7579696765129071
1102	49	0.7266630392692335
1102	50	0.8193221635942649
1103	1	1.2645241301940153
1103	2	1.3310858494315916
1103	3	1.1811576074823193
1103	4	0.8939800823634485
1103	5	1.3617315712260023
1103	6	1.4641347245570273
1103	7	0.9534067645754831
1103	8	1.1605533131968784
1103	9	1.0455007937821108
1103	10	1.147660509113443
1103	11	0.7613536488974617
1103	12	0.7428929037693308
1103	13	0.9855607462067155
1103	14	0.7522436379738906
1103	15	0.950750929335598
1103	16	0.6199948994131432
1103	17	0.8537991728031074
1103	18	1.0887347763052162
1103	19	1.0759519430826074
1103	20	1.3485343000736805
1103	21	0.8751273527925392
1103	22	0.8462182236181093
1103	23	1.220422838963593
1103	24	0.9077376169854006
1103	25	0.9832296658750508
1103	26	0.9236578844600061
1103	27	0.8142676328002523
1103	28	0.8076999139333054
1103	29	0.7496033067575567
1103	30	0.7885603874165952
1103	31	0.672808120699635
1103	32	0.6658115294523341
1103	33	0.6787464589581234
1103	34	0.6883804343387823
1103	35	0.7200370815619337
1103	36	0.7135895368768033
1103	37	0.7531551904099345
1103	38	0.7522259328515233
1103	39	0.7816780253591631
1103	40	0.8170676262666632
1103	41	0.828666614625952
1103	42	0.9079701306294012
1103	43	1.0015230169756322
1103	44	1.220519843587084
1103	45	1.4124918023091269
1103	46	1.5200900696988597
1103	47	1.5540713896059373
1103	48	1.4719465036928625
1103	49	1.62170843994339
1103	50	1.5656017013529855
1104	1	1.2163037683114837
1104	2	0.6934223184278281
1104	3	1.334340954288134
1104	4	0.9269087314955122
1104	5	1.3263879780869985
1104	6	1.071410374407904
1104	7	0.8037079998594265
1104	8	0.656383843021402
1104	9	0.6658160909060555
1104	10	0.8186321518256463
1104	11	0.7593027760643167
1104	12	0.5466760264467823
1104	13	0.671957907407922
1104	14	0.636034362614275
1104	15	0.8421490560731542
1104	16	0.7895499712656431
1104	17	0.5402782948170213
1104	18	0.9618963786551902
1104	19	0.9757690821259075
1104	20	1.4068193101890358
1104	21	0.8947236746559781
1104	22	0.794181307792563
1104	23	1.1176885813099702
1104	24	0.8609750062531276
1104	25	0.8587840116958319
1104	26	0.7767568233008575
1104	27	0.7763034966313
1104	28	0.7270328058844839
1104	29	0.6185049397377043
1104	30	0.7299944889860726
1104	31	0.6917779073821038
1104	32	0.6870888321047914
1104	33	0.6994903294318817
1104	34	0.6710360969789235
1104	35	0.6912957350180662
1104	36	0.7323333169008848
1104	37	0.7408576179767437
1104	38	0.7219757778667173
1104	39	0.7410067248895089
1104	40	0.7489388679126847
1104	41	0.7709260793086727
1104	42	0.7808492930909523
1104	43	0.817778531492074
1104	44	0.9798249073468241
1104	45	1.1785456374563736
1104	46	1.2563492816076547
1104	47	1.2999191760470268
1104	48	1.243108990828297
1104	49	1.2776326373298943
1104	50	1.344874491062999
1105	1	-0.2009293987463927
1105	2	0.8150600974599413
1105	3	0.5579606526892569
1105	4	0.6291620796875144
1105	5	-0.5170473137342988
1105	6	0.6155591888037222
1105	7	0.4243710727448473
1105	8	0.6741403937716512
1105	9	0.7236410189914224
1105	10	0.786997367301602
1105	11	0.588587631095912
