##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	SRX5112341_SRR8297836.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	63209854
Total Bases	3.1 Gbp
Sequences flagged as poor quality	0
Sequence length	50
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1105	35	-0.10787917109200862
1105	36	-0.14864779990767119
1105	37	-0.10622724658634297
1105	38	-0.19062094042880773
1105	39	-0.17316651524269133
1105	40	-0.21533087772830584
1105	41	-0.23485148991633054
1105	42	-0.21531862083278241
1105	43	-0.24591420870967795
1105	44	-0.24101998231547128
1105	45	-0.18819325313612012
1105	46	-0.2575859899459445
1105	47	-0.295582312320505
1105	48	-0.22943678905654963
1105	49	-0.26381850595517164
1105	50	-0.4403766195798937
1106	1	0.1357374976808856
1106	2	0.10239902301907478
1106	3	0.14894388692844984
1106	4	0.07119423675860759
1106	5	0.08121970268678069
1106	6	0.12692176114234854
1106	7	0.06809164831890513
1106	8	0.05472570514372421
1106	9	-0.12559781795109615
1106	10	-0.07633947570509747
1106	11	-0.2500959829826499
1106	12	-0.6668331497579345
1106	13	-0.7935664371148974
1106	14	-0.710649108878691
1106	15	-0.8755716209015105
1106	16	-1.0953235180282093
1106	17	-0.6450205450554236
1106	18	-0.7041621207060373
1106	19	-0.3516769544107774
1106	20	-0.18893447222432513
1106	21	-0.050937437411903375
1106	22	0.010254207512360836
1106	23	0.05850592988122827
1106	24	0.03504874596086438
1106	25	-0.009441528693763246
1106	26	0.012238015118860801
1106	27	0.016398461050535218
1106	28	-0.05491727637070909
1106	29	0.01341154498728514
1106	30	0.02678905979407631
1106	31	-0.0168558360811204
1106	32	-0.006889742226576345
1106	33	-0.0069549428249686684
1106	34	7.683522588450842E-4
1106	35	-9.689093229638956E-4
1106	36	5.153446960690644E-4
1106	37	0.009554808960785977
1106	38	-0.033490317631226674
1106	39	-0.009956112647323323
1106	40	-0.04015533293210183
1106	41	-0.08208869528282747
1106	42	-0.05770731604997792
1106	43	-0.06011517962812718
1106	44	-0.0193153750073094
1106	45	0.04960707263107622
1106	46	-0.001506906175301026
1106	47	-0.07280030594765208
1106	48	0.02250415004780848
1106	49	-0.0100948704724928
1106	50	-0.16712384181126794
1107	1	0.2270757422009666
1107	2	0.1572149657782944
1107	3	0.22102484440964787
1107	4	0.16853395075799682
1107	5	0.15986053670496858
1107	6	0.09027945111169089
1107	7	0.12806403362865382
1107	8	0.1182842100154673
1107	9	-0.025413055913666938
1107	10	-0.023564522249436948
1107	11	-0.1455404554379527
1107	12	-0.39025461066800915
1107	13	-0.6154320625376428
1107	14	-0.48612682999345225
1107	15	-0.5875013620988199
1107	16	-0.775684748092516
1107	17	-0.47183828545212947
1107	18	-0.48004643477796805
1107	19	-0.11582656961871862
1107	20	0.012731870113192656
1107	21	0.09782099248494092
1107	22	0.11397345259558733
1107	23	0.13599044183320785
1107	24	0.12117369106177733
1107	25	0.07585475420980714
1107	26	0.0915817571106956
1107	27	0.0693815148770156
1107	28	0.03357047405662428
1107	29	0.052389126820763465
1107	30	0.06642768649618347
1107	31	0.03189733282252405
1107	32	0.04502499499186996
1107	33	0.05157779106169613
1107	34	0.022263766255939288
1107	35	0.05040098882361832
1107	36	0.01291131676374846
1107	37	0.06079558577907562
1107	38	-0.029602309187851006
1107	39	0.019386602578663314
1107	40	0.0031558510808267215
1107	41	0.0032474622480123116
1107	42	-0.013238779590885486
1107	43	-0.009854170407344043
1107	44	0.048148422841826743
1107	45	0.07658442608736493
1107	46	0.021418580660480302
1107	47	-0.045276309955397664
1107	48	0.024320482533823906
1107	49	-0.0033680589791913462
1107	50	-0.12684602722024607
1108	1	0.19251445638258247
1108	2	0.10778739254753589
1108	3	0.14377159923956384
1108	4	0.1345386460107605
1108	5	0.12990495044243033
1108	6	0.049357653008691216
1108	7	0.073209636606542
1108	8	0.10952215682897304
1108	9	0.010435496877626349
1108	10	0.04513598104037442
1108	11	-0.043072847027858074
1108	12	-0.2437318151862371
1108	13	-0.3850298758184536
1108	14	-0.3085299784012179
1108	15	-0.31903263056177167
1108	16	-0.5721675628027825
1108	17	-0.2719226049145007
1108	18	-0.2949753029595712
1108	19	-0.011367071201419776
1108	20	0.06162041589709588
1108	21	0.16491167037769827
1108	22	0.1826757797390215
1108	23	0.22063786381292516
1108	24	0.2037294759518531
1108	25	0.12403435108356575
1108	26	0.10122899179061307
1108	27	0.12668996195732518
1108	28	0.07967424823506519
1108	29	0.06630214024962555
1108	30	0.1178744097189437
1108	31	0.06679968231789246
1108	32	0.06801428894952011
1108	33	0.08803096622470008
1108	34	0.06617576991029495
1108	35	0.11031094552448195
1108	36	0.09182884701361615
1108	37	0.10779326498386865
1108	38	0.06127695601529837
1108	39	0.039065347927184746
1108	40	0.04633963607845715
1108	41	0.0696654187107697
1108	42	0.03651923838362592
1108	43	0.027103052214791035
1108	44	0.0527743262388114
1108	45	0.11086142344321814
1108	46	0.05008845567966347
1108	47	-0.027015112669509733
1108	48	0.05148525794826497
1108	49	0.04304599246165708
1108	50	-0.18182844609938797
1109	1	0.21934397711819287
1109	2	0.185468193694156
1109	3	0.2786248107328362
1109	4	0.19153958635553892
1109	5	0.10944450961751073
1109	6	0.219307990288641
1109	7	0.2369309844443137
1109	8	0.14649988278231518
1109	9	0.08153975881477749
1109	10	0.12543653099442764
1109	11	0.04401514552117192
1109	12	-0.15296194241537364
1109	13	-0.22720588466735592
1109	14	-0.14969602273708915
1109	15	-0.24844308460322395
1109	16	-0.382067686925339
1109	17	-0.1525841261458254
1109	18	-0.10124864376798115
1109	19	0.029821456119854872
1109	20	0.0879296922840922
1109	21	0.16679427827710214
1109	22	0.08954545615616638
1109	23	0.17367980614350387
1109	24	0.13177197962823328
1109	25	0.0692452185075112
1109	26	0.09032781047506688
1109	27	0.10090657953218596
1109	28	0.06589765145427151
1109	29	0.08087441595336742
1109	30	0.11942919267922747
1109	31	0.06691542283874696
1109	32	0.08655672527185487
1109	33	0.06426694694751944
1109	34	0.055066558375635566
1109	35	0.08607055406769604
1109	36	0.057399095255895816
1109	37	0.03870261825753829
1109	38	0.014848329217734602
1109	39	0.05643805554989001
1109	40	0.06325166690346862
1109	41	0.01573276956448666
1109	42	-0.005840832847695765
1109	43	-0.01385522712436682
1109	44	0.01138008446686456
1109	45	0.021574422880050292
1109	46	-0.016736667488679302
1109	47	0.05294871598082551
1109	48	0.038209475201220755
1109	49	0.04782737955547134
1109	50	-0.0991731352845946
1110	1	0.26199826402518767
1110	2	0.2202262626174445
1110	3	0.2594451522456751
1110	4	0.06389911543222127
1110	5	0.1365094141389136
1110	6	0.30210782293361405
1110	7	0.2915265284339128
1110	8	0.200552770254383
1110	9	0.14084425418562319
1110	10	0.160832860682234
1110	11	0.18344802681550476
1110	12	0.05675956224008871
1110	13	-0.04289784009631603
1110	14	0.00847798854723436
1110	15	0.02503322220770343
1110	16	-0.09185789706626224
1110	17	0.03671402736684115
1110	18	0.030677100169086202
1110	19	0.1766422266601424
1110	20	0.24664413759297332
1110	21	0.2761176983405349
1110	22	0.2338845130571201
1110	23	0.3035740670258278
1110	24	0.2367578996743802
1110	25	0.183018261980763
1110	26	0.20505618141618243
1110	27	0.1829152622849648
1110	28	0.18056796626130023
1110	29	0.19143904864318984
1110	30	0.1669144564043208
1110	31	0.10506431436797925
1110	32	0.0901530631902503
1110	33	0.12401448673691817
1110	34	0.0894171732656801
1110	35	0.12858670280263595
1110	36	0.07895355458148856
1110	37	0.10211804948585268
1110	38	0.0699229426601633
1110	39	0.08592393377734453
1110	40	0.058233843216903836
1110	41	0.07229404081748925
1110	42	0.028487927377490507
1110	43	0.021318870435059978
1110	44	0.06468680844016461
1110	45	0.093801600715409
1110	46	0.09358726478416202
1110	47	0.057747466876698184
1110	48	0.09200985715437326
1110	49	0.11003755812988203
1110	50	0.00454103894927016
1111	1	-0.04308167159268095
1111	2	-0.11865899253422185
1111	3	-0.0716040757350882
1111	4	0.057439157468515134
1111	5	-0.0379426838667456
1111	6	0.12117108992063663
1111	7	0.14763283774171043
1111	8	0.0653230313801032
1111	9	-0.031126820683184064
1111	10	0.0341361225761716
1111	11	-0.06104747066880378
1111	12	-0.3159647017329448
1111	13	-0.45200608998583647
1111	14	-0.2875132157499678
1111	15	-0.23953777446774893
1111	16	-0.4193363703666364
1111	17	-0.2648837021379862
1111	18	-0.22842206191896963
1111	19	-0.10934860291391146
1111	20	-0.04243462541349885
1111	21	-0.027431522022872912
1111	22	0.006909005986358352
1111	23	0.014576063644213377
1111	24	-0.011154095318971713
1111	25	-0.06454234084497301
1111	26	-0.06332380817851657
1111	27	-0.05014157067580527
1111	28	-0.0790857301825767
1111	29	-0.1008381082660037
1111	30	-0.08070637805770531
1111	31	-0.11585811026959192
1111	32	-0.11319068997296
1111	33	-0.11577320665858082
1111	34	-0.1185778209103816
1111	35	-0.10003086885209456
1111	36	-0.14698655089731716
1111	37	-0.1269880488715458
1111	38	-0.16254611153483722
1111	39	-0.14391731544235142
1111	40	-0.17435097570680824
1111	41	-0.19461381512451936
1111	42	-0.22156107849106377
1111	43	-0.25642048324706224
1111	44	-0.3092270392538836
1111	45	-0.22614093821889725
1111	46	-0.1991570792622852
1111	47	-0.14203486888403205
1111	48	-0.17238250390726506
1111	49	-0.21282106871894513
1111	50	-0.3230409008792492
1112	1	0.16860094841386797
1112	2	0.005110030526452647
1112	3	0.03407506941555738
1112	4	0.07268244514447275
1112	5	-0.018424445218293783
1112	6	0.12558401286741372
1112	7	0.08764754839890543
1112	8	0.10618500751488824
1112	9	0.04210831800213555
1112	10	0.09118654960587946
1112	11	-0.023174553536122744
1112	12	-0.15324388841734304
1112	13	-0.24964271919927938
1112	14	-0.1246673271957448
1112	15	-0.04312962606939408
1112	16	-0.2771199661301722
1112	17	-0.04604266275989488
1112	18	-0.01519769331940779
1112	19	0.01633996934657489
1112	20	0.02410479575563329
1112	21	0.0480285200861843
1112	22	0.051839819604666104
1112	23	0.08189615944651507
1112	24	0.037134094138444596
1112	25	-0.017823051490651665
1112	26	0.008654495404023521
1112	27	-0.0023327847887202324
1112	28	-0.029597879804761362
1112	29	-0.05322756802305406
1112	30	-0.08014575048838424
1112	31	-0.08549846653970405
1112	32	-0.12108317099544763
1112	33	-0.06985812951133141
1112	34	-0.08689261221191913
1112	35	-0.08338906199405471
1112	36	-0.17349029082865997
1112	37	-0.13697726653342812
1112	38	-0.16467188209902162
1112	39	-0.14560308651800113
1112	40	-0.12673536708490474
1112	41	-0.16827597608634903
1112	42	-0.14755224530655653
1112	43	-0.14773688776762128
1112	44	-0.17368312755571225
1112	45	-0.08776982518005383
1112	46	-0.19470979105170727
1112	47	-0.19390139895740788
1112	48	-0.22835993713430724
1112	49	-0.1855700763357504
1112	50	-0.2509661348496621
1113	1	0.2810166221804167
1113	2	0.2862324249067285
1113	3	0.29944251816039014
1113	4	0.2221004667005957
1113	5	0.19303803313042067
1113	6	0.31453662755107104
1113	7	0.29425272953160686
1113	8	0.24999350825817146
1113	9	0.20416180882885016
1113	10	0.2578906327990751
1113	11	0.25348359498862294
1113	12	0.0973643962454176
1113	13	0.07651918930806545
1113	14	0.2009967899241616
1113	15	0.31200485460303184
1113	16	0.1860317731912673
1113	17	0.25251260080044347
1113	18	0.2243330936913921
1113	19	0.1922124250188162
1113	20	0.21712838777417431
1113	21	0.21441793135144138
1113	22	0.19000447882347515
1113	23	0.2243990218505516
1113	24	0.18489378957298186
1113	25	0.1687029060036167
1113	26	0.10745905183035376
1113	27	0.13156676274173407
1113	28	0.09538242199365499
1113	29	0.06845594442069824
1113	30	0.0784573238418318
1113	31	-0.02042961362892015
1113	32	-0.015476345362628763
1113	33	0.060403051104273686
1113	34	0.06359229076210227
1113	35	0.053844007876030275
1113	36	0.01690356504185786
1113	37	0.05837614078006226
1113	38	0.01684278297657471
1113	39	0.004309991831824789
1113	40	-0.005737289943319013
1113	41	0.03687618420264016
1113	42	0.02081444479946981
1113	43	0.04002322304131667
1113	44	0.04585026801042602
1113	45	0.1026623363767456
1113	46	0.05374985530351495
1113	47	0.006230636735146788
1113	48	0.023883558061243093
1113	49	0.005590672985135825
1113	50	0.03685511133528507
1114	1	0.20205173852561842
1114	2	0.31722880880722215
1114	3	0.292288282271592
1114	4	0.22598716049506606
1114	5	0.21878548465212333
1114	6	0.2343153265675184
1114	7	0.3105213029696259
1114	8	0.2571103093844158
1114	9	0.3095931730438295
1114	10	0.3611944697776224
1114	11	0.42768055340103217
1114	12	0.30263343889127725
1114	13	0.3341245079414179
1114	14	0.4490017786109419
1114	15	0.49471806778786487
1114	16	0.3947933521207574
1114	17	0.3805406124640598
1114	18	0.3733177757293049
1114	19	0.3386731566202812
1114	20	0.32872035739387684
1114	21	0.2803350685113344
1114	22	0.24983830012126873
1114	23	0.26632238070214953
1114	24	0.17073920633367834
1114	25	0.13838272316166922
1114	26	0.09449441756687094
1114	27	0.16758794087825635
1114	28	0.12489141777268742
1114	29	0.10890389938879252
1114	30	0.1331692382356593
1114	31	0.08805122423452616
1114	32	0.06218085333265577
1114	33	0.1069393663615017
1114	34	0.07195565950991778
1114	35	0.07901156792043196
1114	36	0.10397713883768489
1114	37	0.0909604086950111
1114	38	0.10261218702385833
1114	39	0.06997250127605525
1114	40	0.09417353929958239
1114	41	0.10454170893327586
1114	42	0.09032160411247503
1114	43	0.0474419119417675
1114	44	0.011221402213436704
1114	45	0.13498070605499635
1114	46	0.10995975930780588
1114	47	0.07686927278297873
1114	48	0.024913252143889508
1114	49	-0.010623655484785388
1114	50	-0.07944012822171231
1115	1	-0.6608763990584023
1115	2	-0.27047907477555455
1115	3	-0.5701810648621404
1115	4	-0.21695893612765715
1115	5	-0.15725823395810323
1115	6	-0.18445203290351486
1115	7	0.010303211149583547
1115	8	-0.07549939003558848
1115	9	-0.02032292355342946
